"word","accept","user_ask","user_check"
"ABDACHEN","1","0","0"
"ABDACHIG","1","0","0"
"ABDACHUNG","1","0","0"
"ABDAMPF","1","0","0"
"ABDAMPFEN","1","0","0"
"ABDAMPFKESSEL","1","0","0"
"ABDAMPFOFEN","1","0","0"
"ABDAMPFPFANNE","1","0","0"
"ABDAMPFTURBINE","1","0","0"
"ABDAMPFWAERME","1","0","0"
"ABDANKEN","1","0","0"
"ABDANKUNG","1","0","0"
"ABDARBEN","1","0","0"
"ABDAEMMEN","1","0","0"
"ABDAEMPFEN","1","0","0"
"ABDECKBLECH","1","0","0"
"ABDECKEN","1","0","0"
"ABDECKER","1","0","0"
"ABDECKEREI","1","0","0"
"ABDECKPLATTE","1","0","0"
"ABDECKUNG","1","0","0"
"ABDEICHEN","1","0","0"
"ABDENGELN","1","0","0"
"ABDERIT","1","0","0"
"ABDERITISCH","1","0","0"
"ABDICHTEN","1","0","0"
"ABDICHTUNG","1","0","0"
"ABDIENEN","1","0","0"
"ABDIKATION","1","0","0"
"ABDINGBAR","1","0","0"
"ABDINGBARKEIT","1","0","0"
"ABDINGEN","1","0","0"
"ABDIZIEREN","1","0","0"
"ABDOMEN","1","0","0"
"ABDOMINAL","1","0","0"
"ABDOMINALSKOPIE","1","0","0"
"ABDOMINALTYPHUS","1","0","0"
"ABDORREN","1","0","0"
"ABDOERREN","1","0","0"
"ABDRAENGEN","1","0","0"
"ABDRECHSELN","1","0","0"
"ABDREHEN","1","0","0"
"ABDRIFT","1","0","0"
"ABDRINGEN","1","0","0"
"ABDROSSELN","1","0","0"
"ABDRUCK","1","0","0"
"ABDRUCKEN","1","0","0"
"ABDRUECKEN","1","0","0"
"ABDUKTION","1","0","0"
"ABDUKTOR","1","0","0"
"ABDUNKELN","1","0","0"
"ABDUSCHEN","1","0","0"
"ABDUZENZLAEHMUNG","1","0","0"
"ABDUZIEREN","1","0","0"
"ABEBBEN","1","0","0"
"ABECEDARIER","1","0","0"
"ABECEDARIUM","1","0","0"
"ABECESCHUETZE","1","0","0"
"ABEIFERN","1","0","0"
"ABELBAUM","1","0","0"
"ABELMOSCHUS","1","0","0"
"ABEND","1","0","0"
"ABENDANZUG","1","0","0"
"ABENDAUFFUEHRUNG","1","0","0"
"ABENDAUSGABE","1","0","0"
"ABENDBLATT","1","0","0"
"ABENDBROT","1","0","0"
"ABENDBROTTISCH","1","0","0"
"ABENDBUMMEL","1","0","0"
"ABENDE","1","0","0"
"ABENDELANG","1","0","0"
"ABENDESSEN","1","0","0"
"ABENDFRIEDEN","1","0","0"
"ABENDFUELLEND","1","0","0"
"ABENDGABE","1","0","0"
"ABENDGEBET","1","0","0"
"ABENDGELAEUTE","1","0","0"
"ABENDGRAUEN","1","0","0"
"ABENDGYMNASIUM","1","0","0"
"ABENDHIMMEL","1","0","0"
"ABENDKASSE","1","0","0"
"ABENDKLEID","1","0","0"
"ABENDKURS","1","0","0"
"ABENDKURSUS","1","0","0"
"ABENDLAND","1","0","0"
"ABENDLANDSCHAFT","1","0","0"
"ABENDLAENDER","1","0","0"
"ABENDLAENDISCH","1","0","0"
"ABENDLAENDLER","1","0","0"
"ABENDLAENDLISCH","1","0","0"
"ABENDLICH","1","0","0"
"ABENDMAHL","1","0","0"
"ABENDMAHLSFEIER","1","0","0"
"ABENDMAHLSGAST","1","0","0"
"ABENDMAHLSWEIN","1","0","0"
"ABENDMAHLZEIT","1","0","0"
"ABENDMELDUNGEN","1","0","0"
"ABENDPFAUENAUGE","1","0","0"
"ABENDPROGRAMM","1","0","0"
"ABENDROT","1","0","0"
"ABENDROETE","1","0","0"
"ABENDS","1","0","0"
"ABENDSCHEIN","1","0","0"
"ABENDSCHICHT","1","0","0"
"ABENDSCHULE","1","0","0"
"ABENDSEGEN","1","0","0"
"ABENDSEGLER","1","0","0"
"ABENDSONNE","1","0","0"
"ABENDSTERN","1","0","0"
"ABENDSTUNDE","1","0","0"
"ABENDTERMINE","1","0","0"
"ABENDTRUNK","1","0","0"
"ABENDUNTERRICHT","1","0","0"
"ABENDWEITE","1","0","0"
"ABENDZEITUNG","1","0","0"
"ABENDZUG","1","0","0"
"ABENTEUER","1","0","0"
"ABENTEUERIN","1","0","0"
"ABENTEUERLICH","1","0","0"
"ABENTEUERN","1","0","0"
"ABENTEUERROMAN","1","0","0"
"ABENTEUERSUCHT","1","0","0"
"ABENTEURER","1","0","0"
"ABENTEURERIN","1","0","0"
"ABENTEURERTUM","1","0","0"
"ABER","1","0","0"
"ABERDEENRIND","1","0","0"
"ABERDEPOT","1","0","0"
"ABERGLAUBE","1","0","0"
"ABERGLAUBEN","1","0","0"
"ABERGLAEUBIG","1","0","0"
"ABERGLAEUBISCH","1","0","0"
"ABERKENNEN","1","0","0"
"ABERKENNUNG","1","0","0"
"ABERKLAUE","1","0","0"
"ABERMALIG","1","0","0"
"ABERMALS","1","0","0"
"ABERNTEN","1","0","0"
"ABERRATION","1","0","0"
"ABERRAUTE","1","0","0"
"ABERSAAT","1","0","0"
"ABERTAUSEND","1","0","0"
"ABERWITZ","1","0","0"
"ABERWITZIG","1","0","0"
"ABESSEN","1","0","0"
"ABESSINIER","1","0","0"
"ABESSINISCH","1","0","0"
"ABFACKELANLAGE","1","0","0"
"ABFACKELN","1","0","0"
"ABFAHRBEREIT","1","0","0"
"ABFAHREN","1","0","0"
"ABFAHRT","1","0","0"
"ABFAHRTSGLEIS","1","0","0"
"ABFAHRTSIGNAL","1","0","0"
"ABFAHRTSLAUF","1","0","0"
"ABFAHRTSPISTE","1","0","0"
"ABFAHRTSSTRECKE","1","0","0"
"ABFAHRTSZEIT","1","0","0"
"ABFALL","1","0","0"
"ABFALLBEHAELTER","1","0","0"
"ABFALLEN","1","0","0"
"ABFALLENERGIE","1","0","0"
"ABFALLERZEUGNIS","1","0","0"
"ABFALLGRUBE","1","0","0"
"ABFALLPRODUKT","1","0","0"
"ABFALLSTOFF","1","0","0"
"ABFALLSTUECK","1","0","0"
"ABFALLWAERME","1","0","0"
"ABFALLZEIT","1","0","0"
"ABFANGEN","1","0","0"
"ABFANGJAEGER","1","0","0"
"ABFASEN","1","0","0"
"ABFASERN","1","0","0"
"ABFASSEN","1","0","0"
"ABFASSEND","1","0","0"
"ABFASSUNG","1","0","0"
"ABFAULEN","1","0","0"
"ABFAEDELN","1","0","0"
"ABFAELLE","1","0","0"
"ABFAELLIG","1","0","0"
"ABFAELSCHEN","1","0","0"
"ABFAERBEN","1","0","0"
"ABFEDERN","1","0","0"
"ABFEGEN","1","0","0"
"ABFEIERN","1","0","0"
"ABFEILEN","1","0","0"
"ABFEILSCHEN","1","0","0"
"ABFERTIGEN","1","0","0"
"ABFERTIGUNG","1","0","0"
"ABFEUERN","1","0","0"
"ABFILTRIEREN","1","0","0"
"ABFINDEN","1","0","0"
"ABFINDUNG","1","0","0"
"ABFINDUNGEN","1","0","0"
"ABFINDUNGSSUMME","1","0","0"
"ABFLACHEN","1","0","0"
"ABFLAUEN","1","0","0"
"ABFLEISCHEN","1","0","0"
"ABFLIEGEN","1","0","0"
"ABFLIESSEN","1","0","0"
"ABFLUCHTEN","1","0","0"
"ABFLUG","1","0","0"
"ABFLUGHALLE","1","0","0"
"ABFLUGZEIT","1","0","0"
"ABFLUSS","1","0","0"
"ABFLUSSGRABEN","1","0","0"
"ABFLUSSHAHN","1","0","0"
"ABFLUSSKRUEMMER","1","0","0"
"ABFLUSSLOCH","1","0","0"
"ABFLUSSLOS","1","0","0"
"ABFLUSSROHR","1","0","0"
"ABFLUSSVENTIL","1","0","0"
"ABFOLGE","1","0","0"
"ABFORDERN","1","0","0"
"ABFORMEN","1","0","0"
"ABFORMUNG","1","0","0"
"ABFORSTEN","1","0","0"
"ABFOTOGRAFIEREN","1","0","0"
"ABFRAGE","1","0","0"
"ABFRAGEN","1","0","0"
"ABFRESSEN","1","0","0"
"ABFRIEREN","1","0","0"
"ABFROTTIEREN","1","0","0"
"ABFUHR","1","0","0"
"ABFUEHREN","1","0","0"
"ABFUEHREND","1","0","0"
"ABFUEHRMITTEL","1","0","0"
"ABFUEHRUNG","1","0","0"
"ABFUELLANLAGE","1","0","0"
"ABFUELLEN","1","0","0"
"ABFUELLGEFAESS","1","0","0"
"ABFUELLMASCHINE","1","0","0"
"ABFUELLPUMPE","1","0","0"
"ABFUELLRAUM","1","0","0"
"ABFUETTERN","1","0","0"
"ABFUETTERUNG","1","0","0"
"ABGABE","1","0","0"
"ABGABEN","1","0","0"
"ABGABENFREI","1","0","0"
"ABGABENORDNUNG","1","0","0"
"ABGABEPREIS","1","0","0"
"ABGABESOLL","1","0","0"
"ABGANG","1","0","0"
"ABGANGSWINKEL","1","0","0"
"ABGANGSZEUGNIS","1","0","0"
"ABGAS","1","0","0"
"ABGASANLAGE","1","0","0"
"ABGASARM","1","0","0"
"ABGASE","1","0","0"
"ABGASENTGIFTUNG","1","0","0"
"ABGASTURBINE","1","0","0"
"ABGASTURBOLADER","1","0","0"
"ABGAUNERN","1","0","0"
"ABGAENGER","1","0","0"
"ABGAENGIG","1","0","0"
"ABGEARBEITET","1","0","0"
"ABGEBAUT","1","0","0"
"ABGEBEN","1","0","0"
"ABGEBILDET","1","0","0"
"ABGEBLASST","1","0","0"
"ABGEBRANNT","1","0","0"
"ABGEBROCHEN","1","0","0"
"ABGEBRUEHT","1","0","0"
"ABGEDROSCHEN","1","0","0"
"ABGEFAHREN","1","0","0"
"ABGEFASST","1","0","0"
"ABGEFEIMT","1","0","0"
"ABGEFRAGT","1","0","0"
"ABGEFRAGTEN","1","0","0"
"ABGEFRAGTER","1","0","0"
"ABGEFUELLT","1","0","0"
"ABGEGEBEN","1","0","0"
"ABGEGOSSEN","1","0","0"
"ABGEGRAST","1","0","0"
"ABGEGRIFFEN","1","0","0"
"ABGEGRIFFENES","1","0","0"
"ABGEHACKT","1","0","0"
"ABGEHAKT","1","0","0"
"ABGEHALTEN","1","0","0"
"ABGEHANGEN","1","0","0"
"ABGEHAERTET","1","0","0"
"ABGEHEN","1","0","0"
"ABGEHETZT","1","0","0"
"ABGEHOBENES","1","0","0"
"ABGEHOERT","1","0","0"
"ABGEIRRT","1","0","0"
"ABGEKARTET","1","0","0"
"ABGEKAEMPFT","1","0","0"
"ABGEKLAERT","1","0","0"
"ABGEKUERZTE","1","0","0"
"ABGELAGERT","1","0","0"
"ABGELD","1","0","0"
"ABGELEBT","1","0","0"
"ABGELEGEN","1","0","0"
"ABGELEGENEN","1","0","0"
"ABGELEGENHEIT","1","0","0"
"ABGELEGT","1","0","0"
"ABGELEHNT","1","0","0"
"ABGELEIERT","1","0","0"
"ABGELEITET","1","0","0"
"ABGELENKT","1","0","0"
"ABGELESEN","1","0","0"
"ABGELEUGNET","1","0","0"
"ABGELIEFERT","1","0","0"
"ABGELOESCHT","1","0","0"
"ABGELOEST","1","0","0"
"ABGELTEN","1","0","0"
"ABGELTUNG","1","0","0"
"ABGEMACHT","1","0","0"
"ABGEMAGERT","1","0","0"
"ABGEMESSEN","1","0","0"
"ABGEMESSENHEIT","1","0","0"
"ABGENEIGT","1","0","0"
"ABGENEIGTHEIT","1","0","0"
"ABGENOMMEN","1","0","0"
"ABGENUTZT","1","0","0"
"ABGEORDNETE","1","0","0"
"ABGEORDNETER","1","0","0"
"ABGEPASST","1","0","0"
"ABGEPRALLT","1","0","0"
"ABGERACKERT","1","0","0"
"ABGERATEN","1","0","0"
"ABGEREIST","1","0","0"
"ABGERIEBEN","1","0","0"
"ABGERISSEN","1","0","0"
"ABGERUFEN","1","0","0"
"ABGESAHNT","1","0","0"
"ABGESANDTE","1","0","0"
"ABGESANG","1","0","0"
"ABGESCHAFFT","1","0","0"
"ABGESCHALTET","1","0","0"
"ABGESCHICKT","1","0","0"
"ABGESCHIEDEN","1","0","0"
"ABGESCHIRMT","1","0","0"
"ABGESCHLAFFTEN","1","0","0"
"ABGESCHLAGEN","1","0","0"
"ABGESCHLIFFEN","1","0","0"
"ABGESCHLOSSEN","1","0","0"
"ABGESCHLOSSENE","1","0","0"
"ABGESCHLOSSENEN","1","0","0"
"ABGESCHMACKT","1","0","0"
"ABGESCHNALLT","1","0","0"
"ABGESCHNITTEN","1","0","0"
"ABGESCHOBEN","1","0","0"
"ABGESCHRAEGT","1","0","0"
"ABGESCHRECKT","1","0","0"
"ABGESCHWAECHT","1","0","0"
"ABGESCHWEIFT","1","0","0"
"ABGESEHEN","1","0","0"
"ABGESETZT","1","0","0"
"ABGESICHERT","1","0","0"
"ABGESONDERT","1","0","0"
"ABGESPANNT","1","0","0"
"ABGESPANNTHEIT","1","0","0"
"ABGESPEICHERT","1","0","0"
"ABGESPEICHERTEN","1","0","0"
"ABGESPIELT","1","0","0"
"ABGESPROCHEN","1","0","0"
"ABGESTANDEN","1","0","0"
"ABGESTELLT","1","0","0"
"ABGESTIMMT","1","0","0"
"ABGESTORBEN","1","0","0"
"ABGESTUFT","1","0","0"
"ABGESTUMPFT","1","0","0"
"ABGESTUMPFTHEIT","1","0","0"
"ABGESTUERZT","1","0","0"
"ABGETAKELT","1","0","0"
"ABGETAN","1","0","0"
"ABGETRAGEN","1","0","0"
"ABGEWANDT","1","0","0"
"ABGEWARTET","1","0","0"
"ABGEWAEHLTE","1","0","0"
"ABGEWEHRT","1","0","0"
"ABGEWERTET","1","0","0"
"ABGEWETZT","1","0","0"
"ABGEWICKELT","1","0","0"
"ABGEWIESEN","1","0","0"
"ABGEWINNEN","1","0","0"
"ABGEWOGENHEIT","1","0","0"
"ABGEWOEHNEN","1","0","0"
"ABGEWOEHNT","1","0","0"
"ABGEWOEHNUNG","1","0","0"
"ABGEZAPFT","1","0","0"
"ABGEZEICHNET","1","0","0"
"ABGEZIELT","1","0","0"
"ABGEZIRKELT","1","0","0"
"ABGEZOGEN","1","0","0"
"ABGIESSEN","1","0","0"
"ABGIESSEND","1","0","0"
"ABGLANZ","1","0","0"
"ABGLEICHEN","1","0","0"
"ABGLEITEN","1","0","0"
"ABGLITSCHEN","1","0","0"
"ABGLITT","1","0","0"
"ABGLUEHEN","1","0","0"
"ABGOTT","1","0","0"
"ABGOTTSCHLANGE","1","0","0"
"ABGOETTEREI","1","0","0"
"ABGOETTISCH","1","0","0"
"ABGRABEN","1","0","0"
"ABGRABUNG","1","0","0"
"ABGRASEN","1","0","0"
"ABGRASEND","1","0","0"
"ABGRAEMEN","1","0","0"
"ABGRAETSCHEN","1","0","0"
"ABGREIFEN","1","0","0"
"ABGRENZEN","1","0","0"
"ABGRENZUNG","1","0","0"
"ABGRUND","1","0","0"
"ABGRUNDTIEF","1","0","0"
"ABGRUENDE","1","0","0"
"ABGRUENDIG","1","0","0"
"ABGUCKEN","1","0","0"
"ABGUNST","1","0","0"
"ABGUSS","1","0","0"
"ABGUENSTIG","1","0","0"
"ABGUERTEN","1","0","0"
"ABHAAREN","1","0","0"
"ABHABEN","1","0","0"
"ABHACKEN","1","0","0"
"ABHAKEN","1","0","0"
"ABHALFTERN","1","0","0"
"ABHALTEN","1","0","0"
"ABHALTEND","1","0","0"
"ABHALTUNG","1","0","0"
"ABHANDELN","1","0","0"
"ABHANDEN","1","0","0"
"ABHANDLUNG","1","0","0"
"ABHANDLUNGEN","1","0","0"
"ABHANG","1","0","0"
"ABHANGEN","1","0","0"
"ABHASPELN","1","0","0"
"ABHAUEN","1","0","0"
"ABHAENGE","1","0","0"
"ABHAENGEN","1","0","0"
"ABHAENGIG","1","0","0"
"ABHAENGIGE","1","0","0"
"ABHAENGIGEN","1","0","0"
"ABHAENGIGER","1","0","0"
"ABHAENGIGKEIT","1","0","0"
"ABHAENGIGKEITEN","1","0","0"
"ABHAENGLING","1","0","0"
"ABHAENGT","1","0","0"
"ABHAERMEN","1","0","0"
"ABHAERTEN","1","0","0"
"ABHAERTUNG","1","0","0"
"ABHAEUTEN","1","0","0"
"ABHEBEN","1","0","0"
"ABHEBERN","1","0","0"
"ABHEBUNG","1","0","0"
"ABHEFTEN","1","0","0"
"ABHEILEN","1","0","0"
"ABHEILUNG","1","0","0"
"ABHELFEN","1","0","0"
"ABHETZEN","1","0","0"
"ABHETZEREI","1","0","0"
"ABHEUERN","1","0","0"
"ABHILFE","1","0","0"
"ABHITZE","1","0","0"
"ABHOBELN","1","0","0"
"ABHOBEN","1","0","0"
"ABHOLD","1","0","0"
"ABHOLDIENST","1","0","0"
"ABHOLEN","1","0","0"
"ABHOLER","1","0","0"
"ABHOLST","1","0","0"
"ABHOLUNG","1","0","0"
"ABHOLZEN","1","0","0"
"ABHOLZIG","1","0","0"
"ABHOLZUNG","1","0","0"
"ABHORCHEN","1","0","0"
"ABHORCHGERAET","1","0","0"
"ABHORRENT","1","0","0"
"ABHORRESZIEREN","1","0","0"
"ABHORRIEREN","1","0","0"
"ABHOERANLAGE","1","0","0"
"ABHOERBOX","1","0","0"
"ABHOEREN","1","0","0"
"ABHOERRAUM","1","0","0"
"ABHOERVERBOT","1","0","0"
"ABHUB","1","0","0"
"ABHUELSEN","1","0","0"
"kurbelst","1","0","0"
"ABIOGENESIS","1","0","0"
"ABIOLOGIE","1","0","0"
"ABIOSE","1","0","0"
"ABIOSTATIK","1","0","0"
"ABIOTISCH","1","0","0"
"ABIOTROPHIE","1","0","0"
"ABIRREN","1","0","0"
"ABIRREND","1","0","0"
"ABIRRUNG","1","0","0"
"ABITUR","1","0","0"
"ABITURFEIER","1","0","0"
"ABITURIENT","1","0","0"
"ABITURIENTIN","1","0","0"
"ABITURIUM","1","0","0"
"ABJAGEN","1","0","0"
"ABJUDIKATION","1","0","0"
"ABJUDIZIEREN","1","0","0"
"ABJURATION","1","0","0"
"ABJURIEREN","1","0","0"
"ABKANTEN","1","0","0"
"ABKANTMASCHINE","1","0","0"
"ABKANTPRESSE","1","0","0"
"ABKANZELN","1","0","0"
"ABKANZELUNG","1","0","0"
"ABKAPPEN","1","0","0"
"ABKAPSELN","1","0","0"
"ABKAPSELUNG","1","0","0"
"ABKARGEN","1","0","0"
"ABKASSIEREN","1","0","0"
"ABKAUFEN","1","0","0"
"ABKAEMMEN","1","0","0"
"ABKAEMPFEN","1","0","0"
"ABKEHLEN","1","0","0"
"ABKEHR","1","0","0"
"ABKEHREN","1","0","0"
"ABKETTELN","1","0","0"
"ABKILLEN","1","0","0"
"ABKIPPEN","1","0","0"
"ABKLAPPEN","1","0","0"
"ABKLAPPERN","1","0","0"
"ABKLATSCH","1","0","0"
"ABKLATSCHEN","1","0","0"
"ABKLATSCHUNG","1","0","0"
"ABKLATSCHWALZER","1","0","0"
"ABKLAUBEN","1","0","0"
"ABKLAEREN","1","0","0"
"ABKLAERUNG","1","0","0"
"ABKLEMMEN","1","0","0"
"ABKLEMMUNG","1","0","0"
"ABKLINGELN","1","0","0"
"ABKLINGEN","1","0","0"
"ABKLOPFEN","1","0","0"
"ABKNABBERN","1","0","0"
"ABKNALLEN","1","0","0"
"ABKNAPPEN","1","0","0"
"ABKNAPSEN","1","0","0"
"ABKNEIFEN","1","0","0"
"ABKNICKEN","1","0","0"
"ABKNICKUNG","1","0","0"
"ABKNIPSEN","1","0","0"
"ABKNOEPFEN","1","0","0"
"ABKNUTSCHEN","1","0","0"
"ABKNUEPFEN","1","0","0"
"ABKOCHEN","1","0","0"
"ABKOMMANDIEREN","1","0","0"
"ABKOMMANDIERUNG","1","0","0"
"ABKOMME","1","0","0"
"ABKOMMEN","1","0","0"
"ABKOMMENSCHAFT","1","0","0"
"ABKONTERFEIEN","1","0","0"
"ABKOPPELN","1","0","0"
"ABKOEMMLICH","1","0","0"
"ABKOEMMLING","1","0","0"
"ABKOEMMLINGEN","1","0","0"
"ABKOENNEN","1","0","0"
"ABKRAGEN","1","0","0"
"ABKRATZEN","1","0","0"
"ABKRIEGEN","1","0","0"
"ABKUNFT","1","0","0"
"ABKUPFERN","1","0","0"
"ABKUPPELN","1","0","0"
"ABKUEHLEN","1","0","0"
"ABKUEHLUNG","1","0","0"
"ABKUENDIGEN","1","0","0"
"ABKUENDIGUNG","1","0","0"
"ABKUERZEN","1","0","0"
"ABKUERZUNG","1","0","0"
"ABKUERZUNGEN","1","0","0"
"ABKUESSEN","1","0","0"
"ABLADEGEWICHT","1","0","0"
"ABLADEN","1","0","0"
"ABLADEPLATZ","1","0","0"
"ABLADER","1","0","0"
"ABLADUNG","1","0","0"
"ABLAGE","1","0","0"
"ABLAGEKORB","1","0","0"
"ABLAGEN","1","0","0"
"ABLAGERN","1","0","0"
"ABLAGERUNG","1","0","0"
"ABLAGERUNGEN","1","0","0"
"ABLAKTATION","1","0","0"
"ABLAKTIEREN","1","0","0"
"ABLANDIG","1","0","0"
"ABLAPPEN","1","0","0"
"ABLASS","1","0","0"
"ABLASSBRIEF","1","0","0"
"ABLASSEN","1","0","0"
"ABLASSER","1","0","0"
"ABLASSGEHAEUSE","1","0","0"
"ABLASSGELD","1","0","0"
"ABLASSHAHN","1","0","0"
"ABLASSHANDEL","1","0","0"
"ABLASSJAHR","1","0","0"
"ABLASSKRAEMER","1","0","0"
"ABLASSROHR","1","0","0"
"ABLASSSTOPFEN","1","0","0"
"ABLASSSTREIT","1","0","0"
"ABLASSTRICHTER","1","0","0"
"ABLASSVENTIL","1","0","0"
"ABLATION","1","0","0"
"ABLATIV","1","0","0"
"ABLATSCHEN","1","0","0"
"ABLAUF","1","0","0"
"ABLAUFBERG","1","0","0"
"ABLAUFDIAGRAMM","1","0","0"
"ABLAUFEN","1","0","0"
"ABLAUFENDE","1","0","0"
"ABLAUFES","1","0","0"
"ABLAUFRINNE","1","0","0"
"ABLAUGEN","1","0","0"
"ABLAUSCHEN","1","0","0"
"ABLAUSEN","1","0","0"
"ABLAUT","1","0","0"
"ABLAUTEN","1","0","0"
"ABLAEUFE","1","0","0"
"ABLAEUFT","1","0","0"
"ABLAEUTEN","1","0","0"
"ABLAEUTERN","1","0","0"
"ABLECKEN","1","0","0"
"ABLEDERN","1","0","0"
"ABLEGEN","1","0","0"
"ABLEGEND","1","0","0"
"ABLEGER","1","0","0"
"ABLEGUNG","1","0","0"
"ABLEHNEN","1","0","0"
"ABLEHNEND","1","0","0"
"ABLEHNENDE","1","0","0"
"ABLEHNUNG","1","0","0"
"ABLEIERN","1","0","0"
"ABLEISTEN","1","0","0"
"ABLEISTUNG","1","0","0"
"ABLEITEN","1","0","0"
"ABLEITEND","1","0","0"
"ABLEITENDEN","1","0","0"
